lat, lon, alt, ozone, mq7, mq135_ppm, mq135_cor, bmp180_temp, bmp180_press, exectime
50.278943, 19.719649, 457.890000, 0.020000, 1311, 4987.810059, 5156.036133, 17.087969, 964.696069, 199.523328
50.278943, 19.719649, 457.890000, 0.020000, 1311, 4987.810059, 5093.840820, 17.074636, 964.658287, 200.515743
50.278943, 19.719649, 457.870000, 0.020000, 1311, 4987.810059, 5093.840820, 17.107964, 964.705252, 201.508167
50.278943, 19.719649, 457.870000, 0.020000, 1311, 4987.810059, 5156.036133, 17.107964, 964.690641, 202.520110
50.278943, 19.719649, 457.860000, 0.020000, 1310, 4927.642578, 5156.036133, 17.054636, 964.539518, 203.507465
50.278943, 19.719649, 457.850000, 0.020000, 1311, 4927.642578, 5093.840820, 17.101299, 964.649838, 204.503092
50.278943, 19.719649, 457.840000, 0.020000, 1310, 4927.642578, 5093.840820, 17.134620, 964.740611, 205.505610
50.278943, 19.719649, 457.840000, 0.020000, 1310, 4868.115234, 5156.036133, 17.134620, 964.773487, 206.521048
50.278943, 19.719649, 457.820000, 0.020000, 1311, 4868.115234, 5093.840820, 17.134620, 964.725999, 207.506713
50.278943, 19.719649, 457.830000, 0.020000, 1310, 4927.642578, 5156.036133, 17.141284, 964.719311, 208.517058
50.278943, 19.719649, 457.810000, 0.020000, 1310, 4868.115234, 5032.304688, 17.154609, 964.753419, 209.507076
50.278943, 19.719649, 457.800000, 0.020000, 1310, 4927.642578, 5093.840820, 17.147946, 964.712621, 210.500223
50.278943, 19.719649, 457.820000, 0.020000, 1310, 4987.810059, 5032.304688, 17.161271, 964.688276, 211.523081
50.278943, 19.719649, 457.830000, 0.020000, 1310, 4927.642578, 5032.304688, 17.174594, 964.718723, 212.502053
50.278942, 19.719649, 457.820000, 0.020000, 1305, 4987.810059, 5093.840820, 17.174594, 964.733336, 213.502702
50.278942, 19.719649, 457.810000, 0.020000, 1310, 4868.115234, 5093.840820, 17.134620, 964.612760, 214.508832
50.278942, 19.719649, 457.810000, 0.020000, 1310, 4927.642578, 5156.036133, 17.161271, 964.640786, 215.503084
50.278942, 19.719649, 457.790000, 0.020000, 1310, 4868.115234, 5032.304688, 17.214556, 964.747928, 216.487113
50.278942, 19.719649, 457.750000, 0.020000, 1305, 4927.642578, 5032.304688, 17.234533, 964.687612, 217.520135
50.278942, 19.719649, 457.730000, 0.020000, 1305, 4927.642578, 4971.425781, 17.254506, 964.762471, 218.502451
50.278942, 19.719649, 457.700000, 0.020000, 1305, 4927.642578, 5032.304688, 17.254506, 964.744201, 219.483554
50.278942, 19.719649, 457.730000, 0.020000, 1310, 4927.642578, 5093.840820, 17.261163, 964.741139, 220.522355
50.278942, 19.719650, 457.760000, 0.020000, 1305, 4927.642578, 5032.304688, 17.274476, 964.680200, 221.499742
50.278942, 19.719650, 457.760000, 0.020000, 1310, 4868.115234, 4971.425781, 17.267820, 964.635764, 222.496557
50.278942, 19.719650, 457.810000, 0.020000, 1305, 4868.115234, 5032.304688, 17.267820, 964.683266, 223.522276
50.278942, 19.719649, 457.830000, 0.020000, 1305, 4868.115234, 5093.840820, 17.287788, 964.743492, 224.502068
50.278941, 19.719649, 458.120000, 0.020000, 1305, 4927.642578, 5093.840820, 17.287788, 964.579055, 225.496404
50.278937, 19.719648, 459.010000, 0.020000, 1305, 4868.115234, 5093.840820, 17.321061, 964.581951, 226.516292
50.278935, 19.719647, 459.030000, 0.020000, 1305, 4868.115234, 5093.840820, 17.334368, 964.656190, 227.500504
50.278934, 19.719647, 459.020000, 0.020000, 1304, 4927.642578, 4971.425781, 17.321061, 964.574643, 228.499671
50.278933, 19.719647, 459.070000, 0.020000, 1304, 4809.221680, 5032.304688, 17.334368, 964.615990, 229.504556
50.278933, 19.719648, 459.000000, 0.020000, 1304, 4927.642578, 4971.425781, 17.334368, 964.597718, 230.499360
50.278933, 19.719647, 458.970000, 0.020000, 1304, 4809.221680, 5032.304688, 17.341021, 964.601945, 231.499480
50.278933, 19.719647, 458.990000, 0.020000, 1304, 4868.115234, 4971.425781, 17.354326, 964.606740, 232.504465
50.278934, 19.719647, 459.000000, 0.020000, 1304, 4868.115234, 5032.304688, 17.321061, 964.508863, 233.506428
50.278933, 19.719647, 459.010000, 0.020000, 1304, 4868.115234, 4971.425781, 17.341021, 964.484999, 234.487386
50.278933, 19.719647, 458.990000, 0.020000, 1305, 4750.956055, 4971.425781, 17.380932, 964.594384, 235.504519
50.278933, 19.719647, 458.980000, 0.020000, 1304, 4809.221680, 5032.304688, 17.400883, 964.548550, 236.510125
50.278933, 19.719645, 459.010000, 0.020000, 1304, 4809.221680, 5032.304688, 17.394233, 964.555302, 237.499042
50.278933, 19.719643, 458.980000, 0.020000, 1304, 4868.115234, 5032.304688, 17.387583, 964.503572, 238.510651
50.278933, 19.719642, 459.100000, 0.020000, 1304, 4868.115234, 4911.192871, 17.414182, 964.564284, 239.517676
50.278933, 19.719642, 459.150000, 0.020000, 1304, 4868.115234, 4911.192871, 17.394233, 964.522407, 240.489849
50.278933, 19.719641, 459.130000, 0.020000, 1304, 4750.956055, 4911.192871, 17.434128, 964.587875, 241.521673
50.278933, 19.719641, 459.190000, 0.020000, 1304, 4750.956055, 5032.304688, 17.367630, 964.363004, 242.521459
50.278933, 19.719642, 459.110000, 0.020000, 1304, 4809.221680, 4911.192871, 17.440776, 964.548217, 243.498792
50.278933, 19.719641, 459.030000, 0.020000, 1304, 4750.956055, 4911.192871, 17.440776, 964.566493, 244.536438
50.278933, 19.719641, 459.060000, 0.020000, 1304, 4809.221680, 4971.425781, 17.387583, 964.434129, 245.510520
50.278933, 19.719642, 459.040000, 0.020000, 1304, 4809.221680, 5032.304688, 17.394233, 964.471237, 246.523109
