lat, lon, alt, ozone, mq7, mq135_ppm, mq135_cor, bmp180_temp, bmp180_press, exectime
50.278927, 19.719708, 462.700000, 0.020000, 1404, 6879.765137, 7111.802734, 15.565843, 965.014543, 199.493015
50.278928, 19.719709, 462.770000, 0.020000, 1404, 6799.621094, 7028.955078, 15.579334, 965.045603, 200.496451
50.278928, 19.719709, 462.860000, 0.020000, 1403, 6799.621094, 7028.955078, 15.572589, 964.986391, 201.486681
50.278929, 19.719707, 462.830000, 0.020000, 1403, 6799.621094, 6946.979004, 15.498365, 964.840982, 202.483675
50.278929, 19.719707, 462.830000, 0.020000, 1403, 6799.621094, 7028.955078, 15.552350, 964.972559, 203.482400
50.278926, 19.719704, 462.810000, 0.020000, 1402, 6799.621094, 7028.955078, 15.579334, 965.009200, 204.491799
50.278922, 19.719704, 462.790000, 0.020000, 1403, 6799.621094, 7028.955078, 15.592824, 964.996569, 205.482069
50.278918, 19.719700, 462.780000, 0.020000, 1403, 6720.319824, 7111.802734, 15.592824, 964.960165, 206.483547
50.278915, 19.719697, 462.790000, 0.020000, 1402, 6879.765137, 7028.955078, 15.599568, 964.986611, 207.482595
50.278914, 19.719692, 462.830000, 0.020000, 1402, 6720.319824, 7028.955078, 15.606312, 965.067664, 208.482275
50.278914, 19.719691, 462.880000, 0.020000, 1402, 6799.621094, 6946.979004, 15.545603, 964.833265, 209.482112
50.278914, 19.719691, 462.900000, 0.020000, 1402, 6799.621094, 7028.955078, 15.552350, 964.808755, 210.488538
50.278914, 19.719691, 462.950000, 0.020000, 1402, 6720.319824, 6865.861816, 15.619799, 965.033178, 211.500090
50.278914, 19.719689, 463.040000, 0.020000, 1401, 6487.378418, 6785.600586, 15.559097, 965.133697, 212.478164
50.278915, 19.719689, 463.140000, 0.020000, 1355, 6487.378418, 6706.179688, 15.525361, 964.735706, 213.480129
50.278915, 19.719690, 463.200000, 0.020000, 1355, 6487.378418, 6706.179688, 15.565843, 964.828894, 214.493002
50.278916, 19.719690, 463.220000, 0.020000, 1354, 6411.356445, 6865.861816, 15.606312, 964.965729, 215.481313
50.278916, 19.719690, 463.200000, 0.020000, 1355, 6487.378418, 6706.179688, 15.592824, 964.938323, 216.482200
50.278921, 19.719695, 463.120000, 0.020000, 1355, 6487.378418, 6785.600586, 15.619799, 965.036819, 217.488218
50.278928, 19.719708, 462.970000, 0.020000, 1355, 6487.378418, 6785.600586, 15.613056, 965.035860, 218.479742
